ch_Species Acp_g Bcp_g Ccp_g Dcp_g Ecp_g AcpH_g BcpH_g CcpH_g DcpH_g EcpH_g Tmin Tmed Tmax Amu_g Bmu_g Cmu_g Ak_g Bk_g Ck_g Ad Bd Cd
2,6,6,7-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,3,5,6-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,5,6,6-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,6,6-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,4,5,6-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,5,8-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,5,5-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,5,5-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,4,4,6-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
2,5,5,8-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
3,3,4,4-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
4,4,5,6-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,2,3,4-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,4,4-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,4,8-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,4,8-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,3,7-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,3,5-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
2,2,5,7-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,3,4,4-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,5,6-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
2,3,5,8-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,6,6-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,6,8-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,7,7-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
2,4,5,6-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,5,5,7-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,5,6,7-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
3,3,5,5-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
3,3,6,7-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,4,4,7-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,4,6,6-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,5,5,6-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,4,6,7-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,4,5,7-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,4,5,7-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,4,5,8-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,4,6,7-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,2,3,3-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,3,6-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,3,3,6-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,3,8-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,3,4,6-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
2,3,5,7-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,4,6,6-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,3,4,5-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,3,4,7-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
3,3,5,7-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
3,4,4,5-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,3,4,7-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,4,4,8-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,3,3,5,5-pentamethyloctane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
3,3,4,5,6-pentamethyloctane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
2,3,4,5,6-pentamethyloctane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,3,6,6-pentamethyloctane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,5,6,6-pentamethyloctane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,4,5,5-pentamethyloctane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,2,4,4,6-pentamethyloctane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,3,3,4,4-pentamethyloctane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,4,4,5-pentamethyloctane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,5-pentamethyloctane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,6-pentamethyloctane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,3,5,7-pentamethyloctane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,2,4,5,6-pentamethyloctane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,2,4,6,6-pentamethyloctane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,3,3,5,7-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,3,3,6,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,3,5,5,6-pentamethyloctane -4.2218 0.15784 -8.455e-05 1.0797e-08 3.8091e-12 26.2752 0.085825 -3.4072e-05 6.1701e-09 -4.2186e-13 100 1162.97 5000 0 0 0 0 0 0 0 0 0
2,3,5,5,7-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,4,5,5,6-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
3,3,4,5,5-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
3,3,4,6,6-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,7-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,2,4,5,5-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,3,4,6,6-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
3,3,4,4,6-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,4,5,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,4-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,3,5,6-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,2,4,4,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,3,4,4,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,4,4,5,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
3,3,4,4,5-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,3,6,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,4,4,5,5-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,2,6,6,7-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,6-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,7-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,2,5,5,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,3,3,4,6-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,3,3,4,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,3,3,5,6-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,3,4,5,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,3,5,6,6-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
3,4,4,5,6-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,4,6,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,5,6,7-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
3,3,5,5,6-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,3,7,7-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,4,4,6,6-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,3,3,4,5-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,3,4,4,6-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,3,4,6,7-pentamethyloctane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,2,4,7,7-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,3,5,5-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,3,6,6-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,5,5,6-pentamethyloctane -4.2218 0.15784 -8.455e-05 1.0797e-08 3.8091e-12 26.2752 0.085825 -3.4072e-05 6.1701e-09 -4.2186e-13 100 1162.97 5000 0 0 0 0 0 0 0 0 0
2,4,4,5,6-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,4,5,6,6-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
3,4,4,5,5-pentamethyloctane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,6,6-hexamethylheptane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,4,4,6,6-hexamethylheptane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,3,3,5,5,6-hexamethylheptane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,2,3,5,5,6-hexamethylheptane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,4,5-hexamethylheptane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,3,4,4,5,5-hexamethylheptane -4.3604 0.15961 -8.3488e-05 6.8811e-09 5.5126e-12 27.7653 0.084838 -3.418e-05 6.2572e-09 -4.3117e-13 100 1149.91 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,5,6-hexamethylheptane -4.2218 0.15784 -8.455e-05 1.0797e-08 3.8091e-12 26.2752 0.085825 -3.4072e-05 6.1701e-09 -4.2186e-13 100 1162.97 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,5,6-hexamethylheptane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
2,3,3,4,4,6-hexamethylheptane -4.5041 0.16144 -8.2599e-05 3.1562e-09 7.1485e-12 29.3112 0.083763 -3.4239e-05 6.3333e-09 -4.3959e-13 100 1140.61 5000 0 0 0 0 0 0 0 0 0
