ch_Species Acp_g Bcp_g Ccp_g Dcp_g Ecp_g AcpH_g BcpH_g CcpH_g DcpH_g EcpH_g Tmin Tmed Tmax Amu_g Bmu_g Cmu_g Ak_g Bk_g Ck_g Ad Bd Cd
3,4,6-trimethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
2,4,6-trimethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
3,5,7-trimethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
2,4,7-trimethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
2,4,8-trimethylnonane -3.8212 0.14858 -7.6592e-05 4.3794e-09 5.8231e-12 27.2452 0.077604 -3.1873e-05 5.899e-09 -4.0906e-13 100 1156.23 5000 0 0 0 0 0 0 0 0 0
3,5,6-trimethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
2,5,5-trimethylnonane -3.5497 0.14508 -7.886e-05 1.2337e-08 2.3865e-12 24.3689 0.079418 -3.1571e-05 5.7056e-09 -3.8891e-13 100 1190.55 5000 0 0 0 0 0 0 0 0 0
3,5,5-trimethylnonane -3.5497 0.14508 -7.886e-05 1.2337e-08 2.3865e-12 24.3689 0.079418 -3.1571e-05 5.7056e-09 -3.8891e-13 100 1190.55 5000 0 0 0 0 0 0 0 0 0
2,4,5-trimethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
3,4,7-trimethylnonane -3.8212 0.14858 -7.6592e-05 4.3794e-09 5.8231e-12 27.2452 0.077604 -3.1873e-05 5.899e-09 -4.0906e-13 100 1156.23 5000 0 0 0 0 0 0 0 0 0
3,3,6-trimethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
3,4,5-trimethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
3,4,4-trimethylnonane -3.6813 0.14679 -7.7595e-05 8.2178e-09 4.1527e-12 25.7562 0.078591 -3.1765e-05 5.8121e-09 -3.9977e-13 100 1169.92 5000 0 0 0 0 0 0 0 0 0
3,3,7-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
3,3,4-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,6,7-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,6,6-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,5,8-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,5,7-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,5,6-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,3,4-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
3,3,5-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,2,5-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,2,6-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,2,7-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,2,4-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,2,8-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
3,6,6-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,3,3-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,2,3-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,3,5-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
4,5,6-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
4,5,5-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,3,6-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,3,7-trimethylnonane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
4,4,6-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,3,8-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
4,4,5-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,4,4-trimethylnonane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,4-dimethylundecane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,2-dimethylundecane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,3-dimethylundecane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2-methyldodecane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
3-methyldodecane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,6,8-trimethyldecane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,2,8-trimethyldecane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,6,7-trimethyldecane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,2,9-trimethyldecane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,3,4-trimethyldecane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
2,2,4-trimethyldecane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
3,3,4-trimethyldecane -3.8477 0.15043 -9.6421e-05 3.1353e-08 -4.1465e-12 31.3083 0.069546 -2.6644e-05 4.5982e-09 -2.9943e-13 100 1738.67 5000 0 0 0 0 0 0 0 0 0
3,5,7-trimethyldecane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,4,6-trimethyldecane -3.8893 0.15129 -9.3123e-05 2.5659e-08 -2.0637e-12 28.182 0.07526 -3.0184e-05 5.4264e-09 -3.6607e-13 100 1336.84 5000 0 0 0 0 0 0 0 0 0
2,5,9-trimethyldecane -4.0557 0.16293 -0.00010562 3.5015e-08 -4.7838e-12 29.084 0.082953 -3.3234e-05 5.9011e-09 -3.923e-13 100 1657.44 5000 0 0 0 0 0 0 0 0 0
2,6,6-trimethyldecane -4.3442 0.16629 -0.0001093 3.6265e-08 -4.9133e-12 32.2185 0.079499 -3.2045e-05 5.7026e-09 -3.7916e-13 100 1685.14 5000 0 0 0 0 0 0 0 0 0
2,3,7-trimethyldecane -4.0557 0.16293 -0.00010562 3.5015e-08 -4.7838e-12 29.084 0.082953 -3.3234e-05 5.9011e-09 -3.923e-13 100 1657.44 5000 0 0 0 0 0 0 0 0 0
2,2,6-trimethyldecane -3.7624 0.16212 -0.00010516 3.5056e-08 -4.8601e-12 26.3686 0.0875 -3.5859e-05 6.4531e-09 -4.3301e-13 100 1615.19 5000 0 0 0 0 0 0 0 0 0
2,3,5-trimethyldecane -3.7624 0.16212 -0.00010516 3.5056e-08 -4.8601e-12 26.3686 0.0875 -3.5859e-05 6.4531e-09 -4.3301e-13 100 1615.19 5000 0 0 0 0 0 0 0 0 0
2,2,3-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,5,6-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,2,5-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
3,3,8-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,2,7-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,3,8-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,3,6-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
3,3,5-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,7,7-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,5,8-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
3,3,6-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,8,8-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,3,9-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,4,8-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
4,5,6-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
5,5,6-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
3,3,7-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
3,6,7-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
3,7,7-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
4,4,6-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,7,8-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,4,4-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,4,9-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,5,7-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
3,4,6-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
4,5,5-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
4,6,6-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,4,7-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,3,3-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
4,4,7-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,5,5-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
3,4,4-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
3,4,8-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
3,5,5-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
3,5,6-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
3,5,8-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
3,6,6-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
3,4,5-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
3,4,7-trimethyldecane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
4,5,7-trimethyldecane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
4,4,6,6-tetramethylnonane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,2,6,8-tetramethylnonane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,4,6,8-tetramethylnonane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,2,8,8-tetramethylnonane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
3,3,7,7-tetramethylnonane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
3,3,6,6-tetramethylnonane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,3,6,7-tetramethylnonane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
3,4,5,5-tetramethylnonane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,3,3,4-tetramethylnonane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,2,4,7-tetramethylnonane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,2,4,5-tetramethylnonane -4.6549 0.16725 -0.0001101 3.6495e-08 -4.9056e-12 34.8515 0.075117 -2.9524e-05 5.1764e-09 -3.4066e-13 100 1715.16 5000 0 0 0 0 0 0 0 0 0
2,2,6,7-tetramethylnonane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,5,5,6-tetramethylnonane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
3,5,5,7-tetramethylnonane -4.3605 0.16384 -0.0001063 3.5156e-08 -4.7536e-12 31.7374 0.078525 -3.0683e-05 5.3673e-09 -3.5315e-13 100 1692.38 5000 0 0 0 0 0 0 0 0 0
2,2,7,8-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
2,4,4,5-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,6,7,7-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
3,3,4,6-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
4,4,5,5-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
2,2,7,7-tetramethylnonane -4.6392 0.16523 -9.6263e-05 1.8969e-08 1.337e-12 30.1238 0.082876 -3.395e-05 6.2336e-09 -4.2846e-13 100 1219 5000 0 0 0 0 0 0 0 0 0
2,3,4,5-tetramethylnonane -4.6736 0.16483 -0.00010715 3.542e-08 -4.7542e-12 34.3386 0.074196 -2.8192e-05 4.8481e-09 -3.1521e-13 100 1721.79 5000 0 0 0 0 0 0 0 0 0
2,3,7,8-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,4,4,7-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
2,4,7,7-tetramethylnonane -4.5303 0.16376 -9.8167e-05 2.3701e-08 -6.091e-13 29.1466 0.083075 -3.3421e-05 6.0525e-09 -4.1169e-13 100 1258.32 5000 0 0 0 0 0 0 0 0 0
