ch_Species Ap Bp Cp Dp Ep Ah nh
3,4,5-trimethyl-3-ethylheptane 26.612 -3625.64 -6.0243 -2.6446e-10 7.4111e-08 67.856 0.38 
2,2,5-trimethyl-3-ethylheptane 23.6651 -3359.31 -5.0657 -2.3276e-10 -1.3624e-07 65.982 0.38 
2,2,6-trimethyl-3-ethylheptane 33.3244 -3862.27 -8.3516 -2.6335e-10 7.249e-07 65.982 0.38 
2,3,6-trimethyl-3-ethylheptane 29.4874 -3731.68 -7.0028 -8.7395e-12 2.5071e-07 66.918 0.38 
2,4,4-trimethyl-3-ethylheptane 36.6666 -4096.68 -9.4525 2.5199e-10 9.3504e-07 66.606 0.38 
2,5,5-trimethyl-3-ethylheptane 25.535 -3462.8 -5.6935 0 0 65.982 0.38 
2,2,4-trimethyl-3-ethylheptane 25.443 -3470.1 -5.6614 0 0 66.294 0.38 
2,2,3-trimethyl-3-ethylheptane 24.763 -3451.3 -5.4533 0 0 67.137 0.38 
2,4,5-trimethyl-3-ethylheptane 25.593 -3533.6 -5.6827 0 0 67.321 0.38 
2,3,4-trimethyl-3-ethylheptane 24.958 -3511.1 -5.4911 0 0 68.013 0.38 
3,4,4-trimethyl-3-ethylheptane 24.551 -3469.7 -5.3791 0 0 67.914 0.38 
2,3,5-trimethyl-3-ethylheptane 25.197 -3490.5 -5.5749 0 0 67.153 0.38 
2,4,6-trimethyl-3-ethylheptane 25.821 -3514.8 -5.763 0 0 66.535 0.38 
2,3,5-trimethyl-3-isopropylhexane 25.045 -3433.2 -5.5499 0 0 66.199 0.38 
2,3,4-trimethyl-3-isopropylhexane 24.614 -3469.9 -5.3985 0 0 67.753 0.38 
2,2,5-trimethyl-3-isopropylhexane 25.69 -3382.6 -5.7766 0 0 64.029 0.38 
2,2,4-trimethyl-3-isopropylhexane 25.27 -3415 -5.6288 0 0 65.423 0.38 
2,2,3-trimethyl-3-isopropylhexane 24.418 -3410.5 -5.3604 0 0 66.878 0.38 
2,4,4-trimethyl-3-isopropylhexane 25.134 -3425.9 -5.5812 0 0 65.889 0.38 
2,3,4-trimethyl-4-ethylheptane 25.175 -3492.4 -5.5672 0 0 67.231 0.38 
2,3,6-trimethyl-4-ethylheptane 25.868 -3511 -5.7793 0 0 66.378 0.38 
2,3,5-trimethyl-4-ethylheptane 25.593 -3533.6 -5.6827 0 0 67.321 0.38 
2,2,3-trimethyl-4-ethylheptane 25.398 -3473.8 -5.6455 0 0 66.45 0.38 
2,3,3-trimethyl-4-ethylheptane 25.131 -3496.1 -5.5518 0 0 67.387 0.38 
2,5,5-trimethyl-4-ethylheptane 25.443 -3470.1 -5.6614 0 0 66.294 0.38 
2,4,5-trimethyl-4-ethylheptane 25.308 -3481.2 -5.6139 0 0 66.762 0.38 
3,4,5-trimethyl-4-ethylheptane 24.873 -3518.6 -5.4612 0 0 68.326 0.38 
2,2,5-trimethyl-4-ethylheptane 25.72 -3448.1 -5.7588 0 0 65.358 0.38 
2,2,6-trimethyl-4-ethylheptane 26.006 -3426.2 -5.8595 0 0 64.422 0.38 
2,4,6-trimethyl-4-ethylheptane 25.767 -3444.4 -5.7753 0 0 65.202 0.38 
3,3,4-trimethyl-4-ethylheptane 28.4151 -3717.12 -6.6462 -9.3541e-11 1.9124e-07 67.914 0.38 
3,3,5-trimethyl-4-ethylheptane 27.9319 -3656.76 -6.4777 -1.3414e-10 1.5678e-07 67.075 0.38 
2,2,4-trimethyl-4-ethylheptane 23.9506 -3311.41 -5.2502 -9.8721e-11 1.6809e-07 66.205 0.38 
2,2,5-trimethyl-4-isopropylhexane 40.8583 -4137.23 -10.9693 6.861e-10 1.4265e-06 64.029 0.38 
2,3,5-trimethyl-4-isopropylhexane 25.556 -3466.7 -5.6985 0 0 65.976 0.38 
2,2,3-trimethyl-5-ethylheptane 25.443 -3470.1 -5.6614 0 0 66.294 0.38 
2,2,6-trimethyl-5-ethylheptane 25.673 -3451.7 -5.7423 0 0 65.514 0.38 
2,3,3-trimethyl-5-ethylheptane 25.353 -3477.5 -5.6296 0 0 66.606 0.38 
2,2,4-trimethyl-5-ethylheptane 25.673 -3451.7 -5.7423 0 0 65.514 0.38 
2,2,5-trimethyl-5-ethylheptane 25.248 -3411.2 -5.6239 0 0 65.429 0.38 
3,4,4-trimethyl-5-ethylheptane 25.001 -3507.3 -5.5061 0 0 67.856 0.38 
2,3,4-trimethyl-5-ethylheptane 25.548 -3537.3 -5.6669 0 0 67.478 0.38 
2,3,6-trimethyl-5-ethylheptane 25.729 -3522.3 -5.7306 0 0 66.849 0.38 
2,4,4-trimethyl-5-ethylheptane 25.443 -3470.1 -5.6614 0 0 66.294 0.38 
3,3,5-trimethyl-5-ethylheptane 24.677 -3458.6 -5.4234 0 0 67.447 0.38 
2,4,5-trimethyl-5-ethylheptane 25.219 -3488.7 -5.5827 0 0 67.075 0.38 
2,3,5-trimethyl-5-ethylheptane 25.353 -3477.5 -5.6296 0 0 66.606 0.38 
3,3,4-trimethyl-5-ethylheptane 25.131 -3496.1 -5.5518 0 0 67.387 0.38 
2,7,7-trimethylnonane 25.526 -3533.3 -5.6619 0 0 67.484 0.38 
3,4,6-trimethylnonane 25.855 -3582.2 -5.7463 0 0 67.886 0.38 
2,4,6-trimethylnonane 26.086 -3563.1 -5.8272 0 0 67.095 0.38 
3,5,7-trimethylnonane 25.947 -3574.6 -5.7784 0 0 67.57 0.38 
2,4,7-trimethylnonane 25.993 -3570.7 -5.7945 0 0 67.412 0.38 
2,4,8-trimethylnonane 26.132 -3559.3 -5.8437 0 0 66.937 0.38 
3,5,6-trimethylnonane 25.855 -3582.2 -5.7463 0 0 67.886 0.38 
2,5,5-trimethylnonane 25.845 -3507.1 -5.7742 0 0 66.384 0.38 
3,5,5-trimethylnonane 25.799 -3510.8 -5.7579 0 0 66.541 0.38 
2,4,5-trimethylnonane 25.947 -3574.6 -5.7784 0 0 67.57 0.38 
3,4,7-trimethylnonane 25.72 -3593.7 -5.6987 0 0 68.36 0.38 
3,3,6-trimethylnonane 25.481 -3537.1 -5.6462 0 0 67.641 0.38 
3,4,5-trimethylnonane 25.72 -3593.7 -5.6987 0 0 68.36 0.38 
3,4,4-trimethylnonane 25.393 -3544.7 -5.6151 0 0 67.955 0.38 
3,3,7-trimethylnonane 25.616 -3525.8 -5.6935 0 0 67.169 0.38 
3,3,4-trimethylnonane 25.305 -3552.3 -5.5843 0 0 68.27 0.38 
2,6,7-trimethylnonane 25.765 -3589.9 -5.7145 0 0 68.202 0.38 
2,6,6-trimethylnonane 25.845 -3507.1 -5.7742 0 0 66.384 0.38 
2,5,8-trimethylnonane 26.086 -3563.1 -5.8272 0 0 67.095 0.38 
2,5,7-trimethylnonane 25.993 -3570.7 -5.7945 0 0 67.412 0.38 
2,5,6-trimethylnonane 25.901 -3578.4 -5.7623 0 0 67.728 0.38 
2,3,4-trimethylnonane 25.72 -3593.7 -5.6987 0 0 68.36 0.38 
3,3,5-trimethylnonane 25.845 -3507.1 -5.7742 0 0 66.384 0.38 
2,2,5-trimethylnonane 25.799 -3510.8 -5.7579 0 0 66.541 0.38 
2,2,6-trimethylnonane 25.845 -3507.1 -5.7742 0 0 66.384 0.38 
2,2,7-trimethylnonane 25.616 -3525.8 -5.6935 0 0 67.169 0.38 
2,2,4-trimethylnonane 25.799 -3510.8 -5.7579 0 0 66.541 0.38 
2,2,8-trimethylnonane 25.616 -3525.8 -5.6935 0 0 67.169 0.38 
3,6,6-trimethylnonane 25.845 -3507.1 -5.7742 0 0 66.384 0.38 
2,3,3-trimethylnonane 25.305 -3552.3 -5.5843 0 0 68.27 0.38 
2,2,3-trimethylnonane 25.393 -3544.7 -5.6151 0 0 67.955 0.38 
2,3,5-trimethylnonane 25.901 -3578.4 -5.7623 0 0 67.728 0.38 
4,5,6-trimethylnonane -2.1652 -2098.33 3.7429 -6.2527e-10 -2.2862e-06 68.044 0.38 
4,5,5-trimethylnonane -11.2399 -1580.06 6.7876 -1.4912e-09 -2.9894e-06 67.641 0.38 
2,3,6-trimethylnonane 26.8899 -3623.39 -6.1171 -9.1933e-11 1.5761e-07 68.044 0.38 
2,3,7-trimethylnonane 21.6075 -3387.77 -4.2897 -5.1638e-10 -4.1573e-07 68.519 0.38 
4,4,6-trimethylnonane 6.1334 -2422.82 0.8538 -1.1087e-09 -1.4216e-06 66.541 0.38 
2,3,8-trimethylnonane 26.8227 -3666.7 -6.0547 -3.3728e-10 7.9401e-10 68.36 0.38 
4,4,5-trimethylnonane -4.2047 -1938.4 4.386 -4.5059e-10 -2.3463e-06 67.641 0.38 
2,4,4-trimethylnonane 24.1284 -3369.89 -5.2525 -1.6553e-10 1.0371e-07 66.384 0.38 
2,4-dimethylundecane 27.204 -3861.3 -6.109 0 0 72.409 0.38 
2,2-dimethylundecane 27.095 -3865 -6.0854 0 0 72.802 0.38 
2,3-dimethylundecane 27.106 -3943.3 -6.0582 0 0 74.356 0.38 
2-methyldodecane 27.344 -3996.4 -6.1129 0 0 75.028 0.38 
3-methyldodecane 27.307 -3999.5 -6.1001 0 0 75.159 0.38 
2,6,8-trimethyldecane -1.4017 -2259.4 3.5291 -6.3884e-10 -2.248e-06 72.643 0.392 
2,2,8-trimethyldecane 16.0071 -3165.83 -2.3931 -7.0854e-10 -7.9472e-07 72.168 0.386 
2,6,7-trimethyldecane -29.7644 -694.59 13.0376 -9.8634e-09 -4.2184e-06 73.423 0.391 
2,2,9-trimethyldecane 36.3322 -4265.1 -9.2617 1.6363e-09 8.2305e-07 71.873 0.383 
2,3,4-trimethyldecane -13.5441 -1599.22 7.5715 2.1614e-09 -2.9777e-06 73.995 0.391 
2,2,4-trimethyldecane 28.3862 -3863.84 -6.5254 -3.5293e-10 2.1492e-08 71.839 0.385 
3,3,4-trimethyldecane -7.6179 -1871.43 5.5297 -2.9517e-08 -2.4412e-06 73.666 0.39 
3,5,7-trimethyldecane -17.3426 -1351.53 8.8603 -1.7815e-09 -3.3226e-06 73.058 0.392 
2,4,6-trimethyldecane 29.8893 -4013.1 -6.9692 -1.6155e-10 -1.2334e-08 72.929 0.393 
2,5,9-trimethyldecane -4.3386 -2101.84 4.509 -1.92e-09 -2.4307e-06 72.379 0.389 
2,6,6-trimethyldecane -26.0841 -839.52 11.7805 -1.2359e-09 -3.9428e-06 72.408 0.391 
2,3,7-trimethyldecane -24.3255 -1004.69 11.2232 -9.5761e-09 -3.8861e-06 73.37 0.392 
2,2,6-trimethyldecane -17.1743 -1337.81 8.7912 5.0806e-09 -3.3298e-06 71.677 0.387 
2,3,5-trimethyldecane -15.5693 -1461.34 8.2685 -2.5492e-09 -3.2153e-06 73.395 0.395 
2,2,3-trimethyldecane -3.9219 -2057.76 4.264 7.9988e-10 -2.1036e-06 73.474 0.388 
2,5,6-trimethyldecane -20.1181 -1234.23 9.8167 -6.5891e-09 -3.5876e-06 73.309 0.393 
2,2,5-trimethyldecane 24.5817 -3636.77 -5.2594 -8.6898e-10 -2.3156e-07 71.634 0.385 
3,3,8-trimethyldecane 10.9318 -2899.92 -0.6812 -3.2625e-09 -1.197e-06 72.545 0.388 
2,2,7-trimethyldecane 24.0394 -3666.37 -5.0291 -5.0755e-10 -4.2737e-07 71.961 0.386 
2,3,8-trimethyldecane -1.3551 -2291.29 3.4834 -1.469e-09 -2.1268e-06 73.818 0.39 
2,3,6-trimethyldecane -12.1871 -1675.61 7.1451 -2.329e-09 -2.9897e-06 73.192 0.391 
3,3,5-trimethyldecane 29.3025 -3889.38 -6.8674 -4.6261e-11 2.0429e-07 72.859 0.391 
2,7,7-trimethyldecane -0.5764 -2250.76 3.2006 -1.6395e-09 -2.0855e-06 71.99 0.387 
2,5,8-trimethyldecane 9.3986 -2833.36 -0.1554 -1.7061e-09 -1.2592e-06 72.625 0.388 
3,3,6-trimethyldecane 5.2877 -2568.33 1.2187 -2.0779e-09 -1.6119e-06 72.324 0.388 
2,8,8-trimethyldecane 13.3122 -3023.66 -1.4792 -7.216e-10 -1.0149e-06 72.367 0.388 
2,3,9-trimethyldecane -2.0695 -2241.42 3.7364 5.2241e-10 -2.2257e-06 73.181 0.39 
2,4,8-trimethyldecane -5.5984 -2012.76 4.9188 -1.2563e-09 -2.4838e-06 72.611 0.392 
4,5,6-trimethyldecane 29.4756 -4038.44 -6.8209 -3.4415e-10 -2.7366e-08 74.161 0.393 
5,5,6-trimethyldecane 32.0107 -4132.4 -7.6816 2.3499e-11 9.7045e-08 73.02 0.391 
3,3,7-trimethyldecane -19.7256 -1158.37 9.5914 -8.8971e-10 -3.3085e-06 72.647 0.391 
3,6,7-trimethyldecane -11.5198 -1695.89 6.9012 -5.5133e-10 -2.8636e-06 73.333 0.391 
3,7,7-trimethyldecane -18.7834 -1207.49 9.2806 -2.0365e-08 -3.2539e-06 72.147 0.39 
4,4,6-trimethyldecane -16.1171 -1367.82 8.4109 -3.7818e-09 -3.1505e-06 72.569 0.392 
2,7,8-trimethyldecane -2.6496 -2214.8 3.9164 -2.4254e-09 -2.2093e-06 73.661 0.39 
2,4,4-trimethyldecane 30.007 -3932.72 -7.106 -7.9904e-11 2.7952e-07 72.609 0.388 
2,4,9-trimethyldecane 0.7364 -2397.11 2.8073 -2.135e-09 -2.0653e-06 72.532 0.388 
2,5,7-trimethyldecane -11.7853 -1702.61 7.0387 -3.2977e-09 -3.0864e-06 72.667 0.391 
3,4,6-trimethyldecane -7.8372 -1916.43 5.6931 -4.2823e-09 -2.7073e-06 73.1 0.392 
4,5,5-trimethyldecane -21.587 -1083.11 10.2386 -5.9809e-09 -3.5063e-06 73.425 0.393 
4,6,6-trimethyldecane -10.5898 -1683.57 6.5721 -1.54e-09 -2.8186e-06 72.329 0.393 
2,4,7-trimethyldecane -10.5532 -1721.9 6.5529 -2.0077e-09 -2.7319e-06 72.883 0.389 
2,3,3-trimethyldecane -12.3601 -1572.34 7.0676 -9.2909e-10 -2.6034e-06 73.884 0.388 
4,4,7-trimethyldecane 28.6472 -3822.53 -6.6737 -1.2613e-10 2.4565e-07 72.097 0.388 
2,5,5-trimethyldecane 3.5504 -2435.3 1.7717 -3.1024e-09 -1.6372e-06 71.819 0.386 
3,4,4-trimethyldecane -17.6934 -1288.34 8.8898 -5.2547e-09 -3.0856e-06 73.715 0.391 
3,4,8-trimethyldecane -14.4922 -1573.11 7.9487 -2.3109e-09 -3.2573e-06 73.097 0.391 
3,5,5-trimethyldecane 25.6651 -3667.19 -5.6618 -4.0595e-11 -1.8639e-09 72.429 0.39 
3,5,6-trimethyldecane 2.9851 -2512.66 2.0478 -1.9333e-09 -1.8767e-06 73.3 0.391 
3,5,8-trimethyldecane 5.7473 -2649.04 1.0948 -1.275e-10 -1.6042e-06 72.994 0.39 
3,6,6-trimethyldecane 30.5792 -3997.4 -7.2404 3.7686e-11 1.0804e-07 72.214 0.389 
3,4,5-trimethyldecane -9.0093 -1864.6 6.0742 -4.8609e-09 -2.7176e-06 73.884 0.391 
3,4,7-trimethyldecane -12.4798 -1638.58 7.215 -3.4802e-09 -2.8972e-06 73.426 0.391 
4,5,7-trimethyldecane -14.4008 -1509.06 7.8495 -1.2936e-09 -3.025e-06 73.469 0.391 
4,4,6,6-tetramethylnonane -26.9639 -633 11.9243 -3.1813e-09 -3.6329e-06 70.456 0.385 
2,2,6,8-tetramethylnonane 7.6968 -2607.49 0.3709 -1.9197e-09 -1.4123e-06 70.503 0.389 
2,4,6,8-tetramethylnonane -37.4976 -180.29 15.6511 -4.2963e-09 -4.9712e-06 70.081 0.386 
2,2,8,8-tetramethylnonane 26.2882 -3602.74 -5.9185 -3.3175e-10 2.8827e-08 69.471 0.386 
3,3,7,7-tetramethylnonane -28.9371 -589.09 12.6924 2.0928e-09 -4.1495e-06 70.837 0.394 
3,3,6,6-tetramethylnonane 25.0099 -3495.72 -5.5319 -2.7293e-10 9.3467e-08 70.596 0.389 
2,3,6,7-tetramethylnonane -4.3097 -2069.9 4.4787 -1.8984e-09 -2.4301e-06 72.244 0.388 
3,4,5,5-tetramethylnonane 15.032 -3091.08 -2.0578 -9.8262e-10 -9.6193e-07 72.536 0.392 
2,3,3,4-tetramethylnonane -8.0132 -1787.15 5.6329 -2.7171e-09 -2.4519e-06 73.138 0.392 
2,2,4,7-tetramethylnonane 10.8044 -2767.75 -0.7176 -2.6756e-10 -1.025e-06 71.146 0.388 
2,2,4,5-tetramethylnonane 12.9488 -2881.94 -1.4452 -4.0533e-09 -8.3568e-07 71.883 0.39 
2,2,6,7-tetramethylnonane -2.2817 -2095.17 3.7198 5.3985e-10 -2.0923e-06 71.667 0.391 
2,5,5,6-tetramethylnonane -3.0983 -2043.54 4.0002 -3.8025e-09 -2.18e-06 71.797 0.389 
3,5,5,7-tetramethylnonane 28.4859 -3781.51 -6.6077 -2.1544e-10 1.1774e-07 71.356 0.387 
2,2,7,8-tetramethylnonane 27.2954 -3737.03 -6.2111 -2.9555e-10 6.8182e-09 71.541 0.39 
2,4,4,5-tetramethylnonane 3.5098 -2379.41 1.7342 -1.3205e-09 -1.5277e-06 72.11 0.39 
2,6,7,7-tetramethylnonane -6.916 -1855.42 5.288 -2.2745e-09 -2.4698e-06 72.302 0.391 
3,3,4,6-tetramethylnonane 9.1832 -2704.48 -0.1643 3.2341e-09 -1.1486e-06 72.218 0.389 
4,4,5,5-tetramethylnonane -8.48 -1758.58 5.7885 -1.7933e-09 -2.5317e-06 72.38 0.39 
2,2,7,7-tetramethylnonane 28.0964 -3748.08 -6.487 -5.6503e-10 1.1739e-08 70.755 0.389 
2,3,4,5-tetramethylnonane 19.0887 -3371.42 -3.3857 -1.3629e-09 -7.0501e-07 72.497 0.386 
2,3,7,8-tetramethylnonane 14.123 -3221.09 -1.5876 -1.2315e-09 -1.5016e-06 72.274 0.387 
2,4,4,7-tetramethylnonane 8.6308 -2643.51 0.0057 -2.2664e-09 -1.1444e-06 71.061 0.387 
2,4,7,7-tetramethylnonane 28.7441 -3788.87 -6.7046 -1.4734e-10 1.2658e-07 71.092 0.389 
2,6,6,7-tetramethylnonane -11.5457 -1584.64 6.8193 -5.1439e-09 -2.7011e-06 72.062 0.39 
3,3,5,6-tetramethylnonane 22.0403 -3381.13 -4.5182 -3.3189e-10 -1.0991e-07 72.029 0.389 
3,5,6,6-tetramethylnonane 10.4613 -2775.5 -0.5869 -1.2024e-09 -1.0809e-06 71.981 0.389 
2,2,6,6-tetramethylnonane -7.5919 -1711 5.4367 -3.2532e-09 -2.3062e-06 70.061 0.387 
3,4,5,6-tetramethylnonane 22.9349 -3594.57 -4.6865 -4.1747e-10 -3.7174e-07 72.832 0.385 
2,2,5,8-tetramethylnonane 34.044 -4043.02 -8.5438 3.5086e-10 7.2275e-07 70.852 0.386 
2,2,5,5-tetramethylnonane 42.0896 -4442.15 -11.269 -1.7515e-11 1.3151e-06 70.423 0.386 
2,3,5,5-tetramethylnonane 24.9419 -3559.38 -5.4642 -2.6743e-10 1.4881e-10 71.973 0.39 
2,4,4,6-tetramethylnonane -9.434 -1600.21 6.0362 -1.5509e-10 -2.3202e-06 70.983 0.386 
2,5,5,8-tetramethylnonane 20.5411 -3275.49 -3.9694 -5.0199e-10 -4.2374e-07 70.533 0.388 
3,3,4,4-tetramethylnonane 3.6711 -2415.04 1.6723 -9.4196e-10 -1.5253e-06 72.773 0.39 
4,4,5,6-tetramethylnonane -8.3264 -1774.95 5.7519 -1.8657e-09 -2.5071e-06 72.264 0.389 
2,2,3,4-tetramethylnonane 0.1157 -2216.79 2.8798 1.2888e-09 -1.7863e-06 72.547 0.389 
2,2,4,4-tetramethylnonane 25.9012 -3535.59 -5.8685 -1.757e-10 3.0179e-07 70.552 0.384 
2,3,4,8-tetramethylnonane 6.2342 -2642.91 0.9233 -1.6167e-09 -1.6479e-06 71.802 0.388 
2,2,4,8-tetramethylnonane 6.244 -2512.36 0.8276 -3.1941e-09 -1.4008e-06 70.618 0.387 
2,2,3,7-tetramethylnonane -1.925 -2122.49 3.5946 1.9933e-10 -2.0564e-06 72.137 0.389 
2,2,3,5-tetramethylnonane 8.0676 -2655.45 0.2372 -3.879e-09 -1.3356e-06 72.252 0.391 
2,2,5,7-tetramethylnonane 29.6822 -3846.91 -7.0069 -2.91e-11 1.4392e-07 70.979 0.388 
2,3,4,4-tetramethylnonane 29.6939 -3877.98 -7.0466 -2.7025e-10 3.4179e-07 72.623 0.389 
2,3,5,6-tetramethylnonane 13.7602 -2994.9 -1.6758 -1.149e-09 -8.3661e-07 72.313 0.386 
2,3,5,8-tetramethylnonane 28.8183 -3852.67 -6.703 -1.1623e-10 1.2113e-07 71.612 0.385 
2,3,6,6-tetramethylnonane 3.0925 -2349.19 1.8686 -1.5713e-09 -1.5386e-06 71.516 0.388 
2,3,6,8-tetramethylnonane 14.6174 -3093.96 -1.8899 -1.6343e-09 -1.069e-06 71.375 0.388 
2,3,7,7-tetramethylnonane -2.9154 -2080.83 3.9397 -5.2262e-11 -2.1551e-06 72.127 0.391 
2,4,5,6-tetramethylnonane 4.3182 -2521.05 1.55 -5.5098e-09 -1.707e-06 72.226 0.386 
2,5,5,7-tetramethylnonane 15.8399 -3069.11 -2.3799 -1.4085e-09 -7.5986e-07 71.018 0.387 
2,5,6,7-tetramethylnonane 5.6017 -2641.93 1.1637 -2.037e-09 -1.751e-06 72.187 0.386 
3,3,5,5-tetramethylnonane 26.924 -3650.65 -6.138 -3.2078e-10 1.1882e-07 71.365 0.389 
3,3,6,7-tetramethylnonane 7.3525 -2627.38 0.4891 -1.9465e-10 -1.4063e-06 71.639 0.39 
3,4,4,7-tetramethylnonane -10.0033 -1695.13 6.3502 -9.264e-09 -2.756e-06 71.845 0.39 
3,4,6,6-tetramethylnonane 20.0732 -3261.76 -3.8606 -6.2428e-10 -2.2982e-07 71.538 0.39 
3,5,5,6-tetramethylnonane 13.6748 -2953.16 -1.6792 -1.177e-09 -7.9465e-07 72.121 0.389 
3,4,6,7-tetramethylnonane -18.7162 -1270.19 9.3225 -2.1282e-09 -3.4556e-06 71.969 0.387 
3,4,5,7-tetramethylnonane 27.2493 -3873.83 -6.0925 -3.448e-10 -2.0841e-07 72.179 0.385 
2,4,5,7-tetramethylnonane 18.2196 -3227.01 -3.1493 -1.0212e-09 -6.4711e-07 71.033 0.386 
2,4,5,8-tetramethylnonane -1.0599 -2202.2 3.3696 -3.697e-09 -2.1749e-06 71.221 0.387 
2,4,6,7-tetramethylnonane 12.5739 -2945.31 -1.2566 -1.2147e-09 -9.9369e-07 71.691 0.386 
2,2,3,3-tetramethylnonane 11.8466 -2843.74 -1.1021 -5.9774e-10 -8.5544e-07 72.658 0.388 
2,2,3,6-tetramethylnonane -8.4693 -1704.95 5.7277 -3.1152e-09 -2.2954e-06 72.26 0.388 
2,3,3,6-tetramethylnonane -0.396 -2167.98 3.0505 3.5813e-08 -1.838e-06 71.988 0.389 
2,3,3,8-tetramethylnonane 9.5558 -2728.61 -0.2875 -1.4945e-09 -1.1596e-06 72.219 0.389 
2,3,4,6-tetramethylnonane 2.9037 -2405.92 1.9883 -4.6337e-09 -1.6953e-06 71.97 0.387 
2,3,5,7-tetramethylnonane 11.3283 -2896.29 -0.8111 -1.5553e-09 -1.2098e-06 71.832 0.387 
2,4,6,6-tetramethylnonane -12.4679 -1449.03 7.0868 -3.6412e-09 -2.65e-06 70.827 0.388 
3,3,4,5-tetramethylnonane 10.6051 -2847.47 -0.5737 -7.6841e-09 -1.2679e-06 72.525 0.391 
3,3,4,7-tetramethylnonane -0.441 -2196.04 3.0848 -4.0338e-09 -1.8788e-06 72.329 0.39 
3,3,5,7-tetramethylnonane 7.4224 -2594.24 0.4437 -1.5882e-09 -1.3406e-06 71.414 0.39 
3,4,4,5-tetramethylnonane -9.0281 -1764.04 6.0144 -1.2338e-08 -2.6516e-06 73.23 0.392 
2,3,4,7-tetramethylnonane 4.8587 -2576.03 1.3928 -4.0813e-10 -1.7452e-06 72.104 0.387 
2,4,4,8-tetramethylnonane -13.5078 -1400.74 7.448 -2.9786e-09 -2.765e-06 70.941 0.389 
2,3,3,5,5-pentamethyloctane 16.8112 -2984.78 -2.8757 1.0969e-10 -2.293e-07 71.15 0.385 
3,3,4,5,6-pentamethyloctane 23.5593 -3554.82 -4.9538 -4.6582e-10 -2.6042e-07 71.882 0.387 
2,3,4,5,6-pentamethyloctane 26.0358 -3725.19 -5.7721 9.5873e-11 -6.1633e-08 72.936 0.389 
2,3,3,6,6-pentamethyloctane 26.8868 -3603.05 -6.2008 -9.6009e-11 3.3234e-07 71.065 0.385 
2,2,5,6,6-pentamethyloctane 9.3064 -2599.78 -0.2946 1.6737e-09 -9.6493e-07 70.427 0.389 
2,3,4,5,5-pentamethyloctane 15.2363 -3025.86 -2.2207 -2.9821e-10 -6.8053e-07 71.535 0.387 
2,2,4,4,6-pentamethyloctane -11.9426 -1366.3 6.8039 -4.119e-09 -2.3718e-06 70.127 0.388 
2,3,3,4,4-pentamethyloctane -1.6284 -2075.11 3.4117 -2.2627e-10 -1.833e-06 73.291 0.389 
2,3,4,4,5-pentamethyloctane 0.1109 -2184.18 2.8412 -5.5481e-10 -1.7171e-06 72.283 0.387 
2,2,3,4,5-pentamethyloctane 0.7334 -2199.92 2.6164 -1.975e-09 -1.6147e-06 72.036 0.387 
2,2,3,4,6-pentamethyloctane -8.4528 -1666.22 5.7012 2.2559e-09 -2.2961e-06 71.111 0.386 
2,2,3,5,7-pentamethyloctane 15.1148 -2935.97 -2.2401 -4.8898e-10 -5.5529e-07 70.211 0.385 
2,2,4,5,6-pentamethyloctane 0.9386 -2189.54 2.5596 2.0956e-09 -1.65e-06 70.754 0.387 
2,2,4,6,6-pentamethyloctane 26.9023 -3578.76 -6.1877 -2.0119e-10 2.6208e-07 69.673 0.388 
2,3,3,5,7-pentamethyloctane 0.7018 -2137.73 2.6051 -3.1441e-09 -1.5777e-06 70.502 0.386 
2,3,3,6,7-pentamethyloctane 0.424 -2166.32 2.7393 -1.6831e-09 -1.7285e-06 70.88 0.388 
2,3,5,5,6-pentamethyloctane 6.4312 -2502.67 0.7076 8.2287e-12 -1.2297e-06 71.113 0.386 
2,3,5,5,7-pentamethyloctane 2.451 -2228.22 2.0254 -2.0053e-09 -1.4914e-06 69.999 0.386 
2,4,5,5,6-pentamethyloctane 4.9509 -2446.8 1.2278 1.0589e-09 -1.4109e-06 71.485 0.386 
3,3,4,5,5-pentamethyloctane 4.2413 -2393.1 1.4454 -2.9852e-09 -1.4326e-06 72.485 0.392 
3,3,4,6,6-pentamethyloctane 30.8018 -3826.65 -7.4944 9.4509e-10 5.368e-07 71.149 0.389 
2,2,3,3,7-pentamethyloctane -4.9669 -1814.84 4.4703 -7.8278e-10 -1.906e-06 71.423 0.388 
2,2,4,5,5-pentamethyloctane 14.7932 -2881.33 -2.1823 -3.1819e-10 -4.2199e-07 70.421 0.384 
2,3,4,6,6-pentamethyloctane 6.173 -2501.68 0.8235 1.8172e-09 -1.3467e-06 70.94 0.388 
3,3,4,4,6-pentamethyloctane 18.7962 -3185.27 -3.4653 -4.2881e-10 -3.0243e-07 72.691 0.39 
2,2,4,5,7-pentamethyloctane 20.4766 -3203.89 -4.0563 -3.7061e-10 -1.2159e-07 69.404 0.384 
2,2,3,3,4-pentamethyloctane -9.7051 -1598.76 6.0885 -1.6117e-08 -2.2978e-06 72.853 0.389 
2,2,3,5,6-pentamethyloctane 5.4561 -2447.7 1.0301 1.0972e-09 -1.2744e-06 71.245 0.385 
2,2,4,4,7-pentamethyloctane 10.2305 -2580.48 -0.6535 -1.6638e-09 -7.7524e-07 69.357 0.385 
2,3,4,4,7-pentamethyloctane -1.7078 -2046.27 3.4663 -1.8959e-09 -1.9408e-06 70.665 0.388 
